title,language,source,url,body_length
বিনোদন । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/entertainment,825
ইসলামী প্রশ্নোত্তর । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/islamic-faq,1174
লাইফস্টাইল । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/lifestyle,1129
স্বাস্থ্য । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/health,817
আইসিটি এন্ড ক্যারিয়ার । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/ict-and-career,1361
ব্যবসা-বাণিজ্য । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/business,1113
শান্তি ও সমৃদ্ধির পথ ইসলাম । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/islam-peace-prosperity,914
স্পটলাইট । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/spotlight,637
বিশেষ প্রতিবেদন । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/special-report,597
ক্যাম্পাস । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/campus,1226
ধর্ম দর্শন । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/religion-philosophy,527
প্রবাস জীবন । দৈনিক ইনকিলাব,bn,Daily Inqilab,https://dailyinqilab.com/foreign-life,1264
বাংলাদেশ স্থিতিশীল থাকলে সম্পর্ক উন্নত হবে: ভারতের মুখ্যমন্ত্রী,bn,Jugantor,https://www.jugantor.com/international/1066131,5148
হেরেও সংসদে যেতে পারেন পাটোয়ারী,bn,Jugantor,https://www.jugantor.com/politics/1066129,3694
টিউলিপকে ফেরাতে যুক্তরাজ্যের কাছে আবেদন করবে নির্বাচিত সরকার,bn,Jugantor,https://www.jugantor.com/international/1066124,4390
ডা. শফিকের বাসায় তারেক রহমান,bn,Daily Manab Zamin,https://mzamin.com/article/1245/ডা-শফিকের-বাসায়-তারেক-রহমান,982
Petrology: The Study of Rocks and Their Formation,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=wu5wMvfOB0bmMIWYKlq0RFg7Zl5TjR4N29fsIzgh2LE-1771162023-1.1.1.1-dX_bp6ZfPwvbJ4IHUbrhrClqtT4qy8w.UndUruquN.Q,3029
International Relations: A Delicate Dance of Diplomacy,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=Hz_cxPFiprTMTTJLDXWxzIDfTdTpWeAL3Xo8QlqEA6o-1771162023-1.1.1.1-1tJVEBsXDYh4_aw5tvl2_6E84hI847CTox27Y5.GEXs,2887
Groundwater Flow: The Hidden Force,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=JSkXMSi0xaIEkBr.LucEMfurxUbUwIsxIkIQ23LbWcA-1771162023-1.1.1.1-5YAEJnKCKOEqbWII1bxNgiwuHcx3rXvIMU1xceW3wfk,2527
Insulator Engineering: The Science of Thermal Barriers,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=vwhvBMFGZGw8dVk2Hz5copB1IIIaeuGnLN9bQupTeIo-1771162024-1.1.1.1-Ddt_IeDRxZdTKLaQmaOxxUKwQfBDTUTDTJAyZUoIyRc,3511
Delving into the Realm of Physical Chemistry,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=8XiCdDO4c.oq5s9pKppscQVzAPlwU72ao3AS3UIh7r8-1771162024-1.1.1.1-316A9Co.4FRdInoUqw6L2m0QPoZ6jsXUrj7s2gzMpfI,2952
Introduction to Computational Fluid Dynamics,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=k.1GMFjuUPYZkxA3Qj6ESQFF1xRpkw2Wbtg0VjBMcFI-1771162024-1.1.1.1-rvAlXS_r32I7mQnXJZoX9R5vKo6LYKk3rspe7KShOJ8,3172
Fungicide Research: A Deep Dive into the Realm of Fungal Biology,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=Q2BuMMBHA3tdMHLHn02PzTGoP40_QePexX3R47rXlLo-1771162024-1.1.1.1-DgviKRlUO3_8DDnZGBc2HLdBkzFOtSP_hImH.2JDEf4,3109
Delving into the Realm of Biopsychology: A Journey Through the Human Mind,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=UhWmC0dMsuSfujSImY5LI5rmoDtuzwqlIq2wKEgQ3kQ-1771162024-1.1.1.1-syYnLYHysKqQL1sCexabc1MhtAONRKad7RdO0T0HZJE,2286
Argumentation Theory: A Deep Dive into the Realm of Reasoning,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=N0GeezERtoC5B6bKYRLB7ZChnFkwZyFBcDPxmOWZrTM-1771162024-1.1.1.1-D7dhf.MKY1OXIw9s6D3X3zPzGAPo0q.xnbMjOQwmFy8,3584
Signal Transduction: The Cellular Symphony,bn,Kaler Kantho,https://www.kalerkantho.com/cdn-cgi/content?id=5PohCT7wydMazg90gr8mGNiXYQz0iShPCevk_h8jl64-1771162024-1.1.1.1-dtfgqqbzpzzxRnH_Lnsy_XHgQ7gd6U6XXfj.kRLMSSg,4723
টস জিতে ভারতকে ব্যাটিংয়ে পাঠাল পাকিস্তান,bn,Jugantor,https://www.jugantor.com/sports/1066133,1642
ঢাকা ও পার্শ্ববর্তী এলাকার জন্য তিতাসের দুঃসংবাদ,bn,Jugantor,https://www.jugantor.com/national/1066134,1354
সস্তা তামাশায় পরিণত হয়েছে রাজনীতি—ট্রাম্পের বর্ণবাদী ভিডিওর জবাবে ওবামা,bn,Jugantor,https://www.jugantor.com/international/1066135,4936
আজকের আলোচিত ছবি: ১৫ ফেব্রুয়ারি ২০২৬,bn,Jagonews24.com,https://www.jagonews24.com/photo/bangladesh/news/14730?utm_source=desktop_home&utm_medium=apnar_jonno&utm_campaign=apnar_jonno,1303
শান্তি চুক্তির শর্ত: ২০ বছরের মার্কিন নিরাপত্তা চায় জেলেনস্কি,bn,Jagonews24.com,https://www.jagonews24.com/international/news/1094074?utm_source=desktop_home&utm_medium=apnar_jonno&utm_campaign=apnar_jonno,1509
গুঞ্জন থামিয়ে স্পষ্ট বার্তা দিলেন রণবীর কাপুর,bn,Jagonews24.com,https://www.jagonews24.com/entertainment/news/1094079,927
"টস জিতে ভারতকে ব্যাটিংয়ে পাঠালো পাকিস্তান, হলো না হ্যান্ডশেক",bn,Jagonews24.com,https://www.jagonews24.com/sports/cricket/1094076,843
ভিসা ছাড়াই চীনে প্রবেশ করতে পারবেন কানাডা ও যুক্তরাজ্যের নাগরিকরা,bn,Jagonews24.com,https://www.jagonews24.com/international/news/1094078,814
"খুলনায় আওয়ামী লীগ কার্যালয়ে পতাকা উত্তোলন, ‘জয় বাংলা’ স্লোগান",bn,Jagonews24.com,https://www.jagonews24.com/country/news/1094077,1108
In the Realm of the Invisible: A Journey Through Analytical Chemistry,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=PNbVhekEdEaxrCFiiCQ9ZkkEGVWt0sp3ODlf_RZl78o-1771162027.3309705-1.0.1.1-3reukYV.zO_w_e44I5OJ6y2G4lXqVZq9FtjzJ2CCBW8,3425
The Labyrinth of Knowledge: An Odyssey into Epistemology,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=LrpxgiBf7yzmbMOYybKTy9s8ZSvdjj1HkU7xqPvVXHM-1771162026.4874723-1.0.1.1-38iLKm3m7S20noP3qi2AmwSLTI4aD2fVGsc_o2EWioE,3219
Petrology: The Study of Rocks and Their Formation,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=inmQnWrCEs7bK2KR7XCb2MCFBhqUu65ibhAz66DTPR0-1771162027.7695484-1.0.1.1-QclKYAPNljebEgIiexmnCUDEEB3qekwfEUwz1Kv.1x4,3029
Petrology: The Study of Rocks and Their Formation,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=BkjpkdbJpdTR_KrVrPhkG2K81h49NenI_DRWUyxy2og-1771162028.1868517-1.0.1.1-pwVQe8RMEmBtXOvTKKNU2qW9ieYJlnWoJEnAMPitDH4,3029
Hydrogen Fuel Cell: A Revolutionary Energy Solution,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=k3Rln5d2frejeYZRBI763DF6.vyyyx7H.jF9utTwQ.U-1771162026.913696-1.0.1.1-soXnG1VEw1V67br3kxjDMT9O5826ZPxU5cwbg55_jM4,3859
Chronobiology: The Rhythms of Life,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=XNUMIPRg9dZYpZ_OChb5rFYRm45zA1DoD5DrP46FZJU-1771162028.637876-1.0.1.1-V7Jm6.JeSoIQZrdWr96j5x62cue.UjTubYxGe4Wvdk4,3637
Education Policy: Unpacking the Complexities,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=VBzWp.vgWrojHaTdrA7S_vs3apNuNAKDq0ryg5er8ec-1771162029.5855823-1.0.1.1-iPw6yHgtAvyFvptasw2WIrG9qkaEJj.TJJiM_7QZbzM,3526
Signal Transduction: The Cellular Symphony,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=uHMGjmL4hmqihhgBQu28ZE78cSnTuBEPPI6s6RbNYWI-1771162029.1461115-1.0.1.1-aPhjuVan6WFHhM6GRCEsyDuYAVzv7fJsS_xNKO9nhIw,4723
Ethanol Research: A Deep Dive into the World of Biofuels,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=n3ADxXvFLAbXXRTX_M6SAUPfm5i60z2UfgrEoL2VfPM-1771162033.4363594-1.0.1.1-NI01EYyFlYX7CvE5GpYqpakghYDzStIqmmzSA6w4xv0,3411
Healthcare Management: A Comprehensive Approach to Patient Care,bn,Bonik Barta,https://www.bonikbarta.com/cdn-cgi/content?id=lhJ2jZ952MlPLsrXgvi8qWKmh9QCy447yBiVqZi3ydk-1771162032.9973025-1.0.1.1-Xrfjj7fFmk4aPG5fegNsS1ComioGsuhCOb7PKReUutU,3522
শিক্ষার গুনগত পরিবর্তনে মিলনের বিকল্প নেই,bn,Daily Inqilab,https://dailyinqilab.com/politics/news/864624,5541
ভ্রমণ ভিসায় যুক্তরাষ্ট্রে পড়াশোনা নিষিদ্ধ: ঢাকার মার্কিন দূতাবাসের বার্তা,bn,Daily Inqilab,https://dailyinqilab.com/international/news/864621,1532
"খুলনা আ.লীগ কার্যালয়ে নেতাকর্মীদের আকস্মিক উপস্থিতি, ছবিতে মালা দিয়ে চম্পট",bn,Daily Inqilab,https://dailyinqilab.com/bangladesh/news/864627,2127
রাজশাহীতে দুর্বৃত্তের গুলিতে মৃত্যু ১,bn,Daily Inqilab,https://dailyinqilab.com/bangladesh/news/864622,1918
দিল্লিতে বাংলাদেশ হাইকমিশনের প্রেস মিনিস্টার ফয়সালের নিয়োগ বাতিল,bn,Daily Inqilab,https://dailyinqilab.com/national/news/864626,1630
কুষ্টিয়ার দৌলতপুরে যুবকের মরদেহ উদ্ধার,bn,Daily Inqilab,https://dailyinqilab.com/bangladesh/news/864618,1485
নতুন শুরুর অপেক্ষায় বাংলাদেশ: নির্বাচনের পর ‘ভীষণ আশাবাদী’ তরুণরা,bn,Daily Inqilab,https://dailyinqilab.com/international/news/864620,4407
"HistoryThe Daily Jugantor was first published on February 1, 2000 with the...",bn,Jugantor,https://www.jugantor.com/about,5468
Terms and Conditions,bn,Jugantor,https://www.jugantor.com/terms,3030
ত্রয়োদশ জাতীয় সংসদ নির্বাচনে ঢাকা-৮ আসনে বিএনপির হেভিওয়েট প্রার্থী মির্জা আব্বাসের কাছে হারলেও সংসদ,bn,Jugantor,https://www.jugantor.com/archive?page=2,1823
"নির্বাচিত হয়েও শপথ নেবেন না হান্নান, কারণ কী",bn,Jugantor,https://www.jugantor.com/bnp/1066136,2427
"ভারত-পাকিস্তান ম্যাচে বরফ গলেনি, ‘হ্যান্ডশেক’ হয়নি",bn,Jugantor,https://www.jugantor.com/sports/1066138,1999
জাতীয় স্মৃতিসৌধে সাধারণের প্রবেশে নিষেধাজ্ঞা,bn,Jugantor,https://www.jugantor.com/national/1066137,2635
"বাংলাদেশের সরকার তারেক রহমান হোক, হাতিয়ার সরকার আমরা",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775081/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%A4%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%95-%E0%A6%B0%E0%A6%B9%E0%A6%AE%E0%A6%BE%E0%A6%A8-%E0%A6%B9%E0%A7%8B%E0%A6%95-%E0%A6%B9%E0%A6%BE%E0%A6%A4%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B0,1871
"বোলিংয়ে পাকিস্তান, আজও হাত মেলাননি দুই অধিনায়ক",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775078/%E0%A6%AC%E0%A7%8B%E0%A6%B2%E0%A6%BF%E0%A6%82%E0%A7%9F%E0%A7%87-%E0%A6%AA%E0%A6%BE%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8-%E0%A6%86%E0%A6%9C%E0%A6%93-%E0%A6%B9%E0%A6%BE%E0%A6%A4-%E0%A6%AE%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A6%A8%E0%A6%A8%E0%A6%BF-%E0%A6%A6%E0%A7%81%E0%A6%87-%E0%A6%85%E0%A6%A7%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A7%9F%E0%A6%95%C2%A0,1270
যুক্তরাজ্যের কাছে টিউলিপ সিদ্দিকের প্রত্যর্পণ চাইবে নতুন সরকার,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775077/%E0%A6%AF%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A6%BE%E0%A6%9B%E0%A7%87-%E0%A6%9F%E0%A6%BF%E0%A6%89%E0%A6%B2%E0%A6%BF%E0%A6%AA-%E0%A6%B8%E0%A6%BF%E0%A6%A6%E0%A7%8D%E0%A6%A6%E0%A6%BF%E0%A6%95%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A6%B0%E0%A7%8D%E0%A6%AA%E0%A6%A3,3765
দেশে নির্বাচন পরবর্তী কোনো সংখ্যালঘু নির্যাতন ঘটেনি: প্রেস সচিব,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775075/%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%A8-%E0%A6%AA%E0%A6%B0%E0%A6%AC%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A7%80-%E0%A6%95%E0%A7%8B%E0%A6%A8%E0%A7%8B-%E0%A6%B8%E0%A6%82%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B2%E0%A6%98%E0%A7%81-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A6%A8,1151
"নাভালনিকে ব্যাঙের বিষ দিয়ে হত্যা করেছে রাশিয়া, দাবি যুক্তরাজ্যের",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775079/%E0%A6%A8%E0%A6%BE%E0%A6%AD%E0%A6%BE%E0%A6%B2%E0%A6%A8%E0%A6%BF%E0%A6%95%E0%A7%87-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%99%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%B7-%E0%A6%A6%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%B9%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%B0%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A6%B0%E0%A6%BE%E0%A6%B6%E0%A6%BF%E0%A7%9F%E0%A6%BE,1362
রমজানের জন্য বাজারে পণ্যের পর্যাপ্ত মজুদ রয়েছে,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775080/%E0%A6%B0%E0%A6%AE%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A6%A8%E0%A7%8D%E0%A6%AF-%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0%E0%A7%87-%E0%A6%AA%E0%A6%A3%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%B0%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A7%8D%E0%A6%A4-%E0%A6%AE%E0%A6%9C%E0%A7%81%E0%A6%A6-%E0%A6%B0%E0%A7%9F%E0%A7%87%E0%A6%9B%E0%A7%87,1166
"ডিএসইতে বিএনপি-সংশ্লিষ্ট শেয়ারে বড় উত্থান, জামায়াতের পতন",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775074/%E0%A6%A1%E0%A6%BF%E0%A6%8F%E0%A6%B8%E0%A6%87%E0%A6%A4%E0%A7%87-%E0%A6%AC%E0%A6%BF%E0%A6%8F%E0%A6%A8%E0%A6%AA%E0%A6%BF-%E0%A6%B8%E0%A6%82%E0%A6%B6%E0%A7%8D%E0%A6%B2%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%9F-%E0%A6%B6%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0%E0%A7%87-%E0%A6%AC%E0%A7%9C-%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A5%E0%A6%BE%E0%A6%A8,2844
এনসিপির প্রার্থী জার্জিস কাদিরের জামানত বাজেয়াপ্ত হচ্ছে,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775076/%E0%A6%8F%E0%A6%A8%E0%A6%B8%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A5%E0%A7%80-%E0%A6%9C%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%9C%E0%A6%BF%E0%A6%B8-%E0%A6%95%E0%A6%BE%E0%A6%A6%E0%A6%BF%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%A4-%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A7%87%E0%A7%9F%E0%A6%BE%E0%A6%AA%E0%A7%8D%E0%A6%A4,1244
"বিএনপি ভোট পেয়েছে ৪৯.৯৭%, জামায়াত ৩১.৭৬%, এনসিপি ৩.০৫%",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775073/%E0%A6%AC%E0%A6%BF%E0%A6%8F%E0%A6%A8%E0%A6%AA%E0%A6%BF-%E0%A6%AD%E0%A7%8B%E0%A6%9F-%E0%A6%AA%E0%A7%87%E0%A7%9F%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A7%AA%E0%A7%AF.%E0%A7%AF%E0%A7%AD%25-%E0%A6%9C%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A7%9F%E0%A6%BE%E0%A6%A4-%E0%A7%A9%E0%A7%A7.%E0%A7%AD%E0%A7%AC%25-%E0%A6%8F%E0%A6%A8%E0%A6%B8%E0%A6%BF%E0%A6%AA%E0%A6%BF,875
প্রস্তুত হচ্ছে প্রধানমন্ত্রী ও বিরোধী দলীয় নেতার বাসভবন,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775071/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%81%E0%A6%A4-%E0%A6%B9%E0%A6%9A%E0%A7%8D%E0%A6%9B%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80-%E0%A6%93-%E0%A6%AC%E0%A6%BF%E0%A6%B0%E0%A7%8B%E0%A6%A7%E0%A7%80-%E0%A6%A6%E0%A6%B2%E0%A7%80%E0%A7%9F-%E0%A6%A8%E0%A7%87%E0%A6%A4%E0%A6%BE%E0%A6%B0,1916
অবমুক্তির অপেক্ষায় সুস্থ হয়ে ওঠা সুন্দরবনের বাঘিনী,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775068/%E0%A6%85%E0%A6%AC%E0%A6%AE%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%B0-%E0%A6%85%E0%A6%AA%E0%A7%87%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE%E0%A7%9F-%E0%A6%B8%E0%A7%81%E0%A6%B8%E0%A7%8D%E0%A6%A5-%E0%A6%B9%E0%A7%9F%E0%A7%87-%E0%A6%93%E0%A6%A0%E0%A6%BE-%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%B0%E0%A6%AC%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%98%E0%A6%BF%E0%A6%A8%E0%A7%80,1536
এম নাজমুল দেশ ও জাতিকে অপমানিত করেছেন: ইশরাক হোসেন,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775072/%E0%A6%8F%E0%A6%AE-%E0%A6%A8%E0%A6%BE%E0%A6%9C%E0%A6%AE%E0%A7%81%E0%A6%B2-%E0%A6%A6%E0%A7%87%E0%A6%B6-%E0%A6%93-%E0%A6%9C%E0%A6%BE%E0%A6%A4%E0%A6%BF%E0%A6%95%E0%A7%87-%E0%A6%85%E0%A6%AA%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A6%A4-%E0%A6%95%E0%A6%B0%E0%A7%87%E0%A6%9B%E0%A7%87%E0%A6%A8-%E0%A6%87%E0%A6%B6%E0%A6%B0%E0%A6%BE%E0%A6%95-%E0%A6%B9%E0%A7%8B%E0%A6%B8%E0%A7%87%E0%A6%A8,2292
"নাটোরে প্রতিপক্ষের বাড়ির সামনে ‘বাদ্য বাজিয়ে নাচ’, সংঘর্ষ-ভাঙচুর",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775070/%E0%A6%A8%E0%A6%BE%E0%A6%9F%E0%A7%8B%E0%A6%B0%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%AA%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A7%9C%E0%A6%BF%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%A8%E0%A7%87-%E2%80%98%E0%A6%AC%E0%A6%BE%E0%A6%A6%E0%A7%8D%E0%A6%AF-%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%A8%E0%A6%BE%E0%A6%9A%E2%80%99,2507
"রেললাইনে সেলফি তুলে ফেসবুকে পোস্ট, একটু পরেই ট্রেনে কাটা পড়ে মৃত্যু",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775067/%E0%A6%B0%E0%A7%87%E0%A6%B2%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%A8%E0%A7%87-%E0%A6%B8%E0%A7%87%E0%A6%B2%E0%A6%AB%E0%A6%BF-%E0%A6%A4%E0%A7%81%E0%A6%B2%E0%A7%87-%E0%A6%AB%E0%A7%87%E0%A6%B8%E0%A6%AC%E0%A7%81%E0%A6%95%E0%A7%87-%E0%A6%AA%E0%A7%8B%E0%A6%B8%E0%A7%8D%E0%A6%9F-%E0%A6%8F%E0%A6%95%E0%A6%9F%E0%A7%81-%E0%A6%AA%E0%A6%B0%E0%A7%87%E0%A6%87,1075
ভারত ও পাকিস্তানের মেয়েরাও হাত মেলাননি,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775069/%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4-%E0%A6%93-%E0%A6%AA%E0%A6%BE%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A7%87%E0%A7%9F%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%93-%E0%A6%B9%E0%A6%BE%E0%A6%A4-%E0%A6%AE%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A6%A8%E0%A6%A8%E0%A6%BF,1597
"যুব ও ক্রীড়া মন্ত্রণালয় নিয়ে জল্পনা তুঙ্গে, কে হবেন মন্ত্রী",bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775065/%E0%A6%AF%E0%A7%81%E0%A6%AC-%E0%A6%93-%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A1%E0%A6%BC%E0%A6%BE-%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%A3%E0%A6%BE%E0%A6%B2%E0%A6%AF%E0%A6%BC-%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87-%E0%A6%9C%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A6%A8%E0%A6%BE-%E0%A6%A4%E0%A7%81%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A7%87-%E0%A6%95%E0%A7%87,3135
আমাদের লড়াই আগের চেয়ে আরও শক্তিশালী হবে: নাসীরুদ্দীন পাটওয়ারী,bn,The Daily Ittefaq,https://www.ittefaq.com.bd/775063/%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B2%E0%A6%A1%E0%A6%BC%E0%A6%BE%E0%A6%87-%E0%A6%86%E0%A6%97%E0%A7%87%E0%A6%B0-%E0%A6%9A%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A7%87-%E0%A6%86%E0%A6%B0%E0%A6%93-%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%B6%E0%A6%BE%E0%A6%B2%E0%A7%80-%E0%A6%B9%E0%A6%AC%E0%A7%87,827
